survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
primary care syndromic,Austria,AT,2024-W05,2024-02-04,ILIconsultationrate,5-14,4477.3
primary care syndromic,Austria,AT,2024-W05,2024-02-04,ILIconsultationrate,65+,1559.6
primary care syndromic,Austria,AT,2024-W05,2024-02-04,ILIconsultationrate,total,3161.0
primary care syndromic,Austria,AT,2024-W04,2024-01-28,ILIconsultationrate,0-4,1286.3
primary care syndromic,Austria,AT,2024-W04,2024-01-28,ILIconsultationrate,15-64,3472.1
primary care syndromic,Austria,AT,2024-W04,2024-01-28,ILIconsultationrate,5-14,4619.1
primary care syndromic,Austria,AT,2024-W04,2024-01-28,ILIconsultationrate,65+,1670.8
primary care syndromic,Austria,AT,2024-W04,2024-01-28,ILIconsultationrate,total,3180.1
primary care syndromic,Austria,AT,2024-W03,2024-01-21,ILIconsultationrate,0-4,1825.2
primary care syndromic,Austria,AT,2024-W03,2024-01-21,ILIconsultationrate,15-64,2845.2
primary care syndromic,Austria,AT,2024-W03,2024-01-21,ILIconsultationrate,5-14,1350.6
primary care syndromic,Austria,AT,2024-W03,2024-01-21,ILIconsultationrate,65+,1096.2
primary care syndromic,Austria,AT,2024-W03,2024-01-21,ILIconsultationrate,total,2156.0
primary care syndromic,Austria,AT,2024-W02,2024-01-14,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2024-W02,2024-01-14,ILIconsultationrate,15-64,3044.2
primary care syndromic,Austria,AT,2024-W02,2024-01-14,ILIconsultationrate,5-14,2269.0
primary care syndromic,Austria,AT,2024-W02,2024-01-14,ILIconsultationrate,65+,1217.0
primary care syndromic,Austria,AT,2024-W02,2024-01-14,ILIconsultationrate,total,2343.0
primary care syndromic,Austria,AT,2024-W01,2024-01-07,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2024-W01,2024-01-07,ILIconsultationrate,15-64,3356.0
primary care syndromic,Austria,AT,2024-W01,2024-01-07,ILIconsultationrate,5-14,1641.0
primary care syndromic,Austria,AT,2024-W01,2024-01-07,ILIconsultationrate,65+,2258.7
primary care syndromic,Austria,AT,2024-W01,2024-01-07,ILIconsultationrate,total,2420.4
primary care syndromic,Austria,AT,2023-W52,2023-12-31,ILIconsultationrate,0-4,1825.7
primary care syndromic,Austria,AT,2023-W52,2023-12-31,ILIconsultationrate,15-64,2708.7
primary care syndromic,Austria,AT,2023-W52,2023-12-31,ILIconsultationrate,5-14,1742.3
primary care syndromic,Austria,AT,2023-W52,2023-12-31,ILIconsultationrate,65+,1142.5
primary care syndromic,Austria,AT,2023-W52,2023-12-31,ILIconsultationrate,total,2238.3
primary care syndromic,Austria,AT,2023-W51,2023-12-24,ILIconsultationrate,0-4,774.3
primary care syndromic,Austria,AT,2023-W51,2023-12-24,ILIconsultationrate,15-64,4060.3
primary care syndromic,Austria,AT,2023-W51,2023-12-24,ILIconsultationrate,5-14,3052.4
primary care syndromic,Austria,AT,2023-W51,2023-12-24,ILIconsultationrate,65+,2190.9
primary care syndromic,Austria,AT,2023-W51,2023-12-24,ILIconsultationrate,total,3209.8
primary care syndromic,Austria,AT,2023-W50,2023-12-17,ILIconsultationrate,0-4,2157.7
primary care syndromic,Austria,AT,2023-W50,2023-12-17,ILIconsultationrate,15-64,4488.3
primary care syndromic,Austria,AT,2023-W50,2023-12-17,ILIconsultationrate,5-14,1600.5
primary care syndromic,Austria,AT,2023-W50,2023-12-17,ILIconsultationrate,65+,1133.5
primary care syndromic,Austria,AT,2023-W50,2023-12-17,ILIconsultationrate,total,3242.5
primary care syndromic,Austria,AT,2023-W49,2023-12-10,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W49,2023-12-10,ILIconsultationrate,15-64,4225.4
primary care syndromic,Austria,AT,2023-W49,2023-12-10,ILIconsultationrate,5-14,1661.3
primary care syndromic,Austria,AT,2023-W49,2023-12-10,ILIconsultationrate,65+,1262.4
primary care syndromic,Austria,AT,2023-W49,2023-12-10,ILIconsultationrate,total,2834.0
primary care syndromic,Austria,AT,2023-W48,2023-12-03,ILIconsultationrate,0-4,995.6
primary care syndromic,Austria,AT,2023-W48,2023-12-03,ILIconsultationrate,15-64,3178.7
primary care syndromic,Austria,AT,2023-W48,2023-12-03,ILIconsultationrate,5-14,1134.5
primary care syndromic,Austria,AT,2023-W48,2023-12-03,ILIconsultationrate,65+,1237.6
primary care syndromic,Austria,AT,2023-W48,2023-12-03,ILIconsultationrate,total,2395.5
primary care syndromic,Austria,AT,2023-W47,2023-11-26,ILIconsultationrate,0-4,1161.6
primary care syndromic,Austria,AT,2023-W47,2023-11-26,ILIconsultationrate,15-64,4575.5
primary care syndromic,Austria,AT,2023-W47,2023-11-26,ILIconsultationrate,5-14,923.8
primary care syndromic,Austria,AT,2023-W47,2023-11-26,ILIconsultationrate,65+,1763.6
primary care syndromic,Austria,AT,2023-W47,2023-11-26,ILIconsultationrate,total,2778.6
primary care syndromic,Austria,AT,2023-W46,2023-11-19,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W46,2023-11-19,ILIconsultationrate,15-64,3270.4
primary care syndromic,Austria,AT,2023-W46,2023-11-19,ILIconsultationrate,5-14,1264.2
primary care syndromic,Austria,AT,2023-W46,2023-11-19,ILIconsultationrate,65+,1052.0
primary care syndromic,Austria,AT,2023-W46,2023-11-19,ILIconsultationrate,total,2184.9
primary care syndromic,Austria,AT,2023-W45,2023-11-12,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W45,2023-11-12,ILIconsultationrate,15-64,3197.9
primary care syndromic,Austria,AT,2023-W45,2023-11-12,ILIconsultationrate,5-14,1337.1
primary care syndromic,Austria,AT,2023-W45,2023-11-12,ILIconsultationrate,65+,1346.0
primary care syndromic,Austria,AT,2023-W45,2023-11-12,ILIconsultationrate,total,2248.4
primary care syndromic,Austria,AT,2023-W44,2023-11-05,ILIconsultationrate,0-4,2710.2
primary care syndromic,Austria,AT,2023-W44,2023-11-05,ILIconsultationrate,15-64,2837.4
primary care syndromic,Austria,AT,2023-W44,2023-11-05,ILIconsultationrate,5-14,0.0
primary care syndromic,Austria,AT,2023-W44,2023-11-05,ILIconsultationrate,65+,1326.3
primary care syndromic,Austria,AT,2023-W44,2023-11-05,ILIconsultationrate,total,2090.6
primary care syndromic,Austria,AT,2023-W43,2023-10-29,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W43,2023-10-29,ILIconsultationrate,15-64,3123.4
primary care syndromic,Austria,AT,2023-W43,2023-10-29,ILIconsultationrate,5-14,1345.2
primary care syndromic,Austria,AT,2023-W43,2023-10-29,ILIconsultationrate,65+,1742.4
primary care syndromic,Austria,AT,2023-W43,2023-10-29,ILIconsultationrate,total,2094.0
primary care syndromic,Austria,AT,2023-W42,2023-10-22,ILIconsultationrate,0-4,1161.6
primary care syndromic,Austria,AT,2023-W42,2023-10-22,ILIconsultationrate,15-64,3112.5
primary care syndromic,Austria,AT,2023-W42,2023-10-22,ILIconsultationrate,5-14,1118.3
primary care syndromic,Austria,AT,2023-W42,2023-10-22,ILIconsultationrate,65+,1140.6
primary care syndromic,Austria,AT,2023-W42,2023-10-22,ILIconsultationrate,total,2114.8
primary care syndromic,Austria,AT,2023-W41,2023-10-15,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W41,2023-10-15,ILIconsultationrate,15-64,2593.7
primary care syndromic,Austria,AT,2023-W41,2023-10-15,ILIconsultationrate,5-14,1418.2
primary care syndromic,Austria,AT,2023-W41,2023-10-15,ILIconsultationrate,65+,848.8
primary care syndromic,Austria,AT,2023-W41,2023-10-15,ILIconsultationrate,total,1968.7
primary care syndromic,Austria,AT,2023-W40,2023-10-08,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2023-W40,2023-10-08,ILIconsultationrate,15-64,2294.9
primary care syndromic,Austria,AT,2023-W40,2023-10-08,ILIconsultationrate,5-14,0.0
primary care syndromic,Austria,AT,2023-W40,2023-10-08,ILIconsultationrate,65+,106.1
primary care syndromic,Austria,AT,2023-W40,2023-10-08,ILIconsultationrate,total,1467.7
primary care syndromic,Austria,AT,2023-W13,2023-04-02,ILIconsultationrate,0-4,2762.4
primary care syndromic,Austria,AT,2023-W13,2023-04-02,ILIconsultationrate,15-64,2986.3
primary care syndromic,Austria,AT,2023-W13,2023-04-02,ILIconsultationrate,5-14,1267.3
primary care syndromic,Austria,AT,2023-W13,2023-04-02,ILIconsultationrate,65+,434.5
primary care syndromic,Austria,AT,2023-W13,2023-04-02,ILIconsultationrate,total,2285.2
primary care syndromic,Austria,AT,2023-W12,2023-03-26,ILIconsultationrate,0-4,8052.6
primary care syndromic,Austria,AT,2023-W12,2023-03-26,ILIconsultationrate,15-64,3116.0
primary care syndromic,Austria,AT,2023-W12,2023-03-26,ILIconsultationrate,5-14,4382.3
primary care syndromic,Austria,AT,2023-W12,2023-03-26,ILIconsultationrate,65+,546.6
primary care syndromic,Austria,AT,2023-W12,2023-03-26,ILIconsultationrate,total,3255.0
primary care syndromic,Austria,AT,2023-W11,2023-03-19,ILIconsultationrate,0-4,5485.4
primary care syndromic,Austria,AT,2023-W11,2023-03-19,ILIconsultationrate,15-64,3332.6
primary care syndromic,Austria,AT,2023-W11,2023-03-19,ILIconsultationrate,5-14,2475.2
primary care syndromic,Austria,AT,2023-W11,2023-03-19,ILIconsultationrate,65+,380.2
primary care syndromic,Austria,AT,2023-W11,2023-03-19,ILIconsultationrate,total,2899.8
primary care syndromic,Austria,AT,2023-W10,2023-03-12,ILIconsultationrate,0-4,5564.3
primary care syndromic,Austria,AT,2023-W10,2023-03-12,ILIconsultationrate,15-64,3590.2
primary care syndromic,Austria,AT,2023-W10,2023-03-12,ILIconsultationrate,5-14,3009.9
primary care syndromic,Austria,AT,2023-W10,2023-03-12,ILIconsultationrate,65+,581.5
primary care syndromic,Austria,AT,2023-W10,2023-03-12,ILIconsultationrate,total,3172.8
primary care syndromic,Austria,AT,2023-W09,2023-03-05,ILIconsultationrate,0-4,10576.2
primary care syndromic,Austria,AT,2023-W09,2023-03-05,ILIconsultationrate,15-64,3248.8
primary care syndromic,Austria,AT,2023-W09,2023-03-05,ILIconsultationrate,5-14,4752.5
primary care syndromic,Austria,AT,2023-W09,2023-03-05,ILIconsultationrate,65+,404.0
primary care syndromic,Austria,AT,2023-W09,2023-03-05,ILIconsultationrate,total,3298.5
primary care syndromic,Austria,AT,2023-W08,2023-02-26,ILIconsultationrate,0-4,7024.5
primary care syndromic,Austria,AT,2023-W08,2023-02-26,ILIconsultationrate,15-64,3144.0
primary care syndromic,Austria,AT,2023-W08,2023-02-26,ILIconsultationrate,5-14,4237.6
primary care syndromic,Austria,AT,2023-W08,2023-02-26,ILIconsultationrate,65+,1259.5
primary care syndromic,Austria,AT,2023-W08,2023-02-26,ILIconsultationrate,total,3132.7
primary care syndromic,Austria,AT,2023-W07,2023-02-19,ILIconsultationrate,0-4,4459.4
primary care syndromic,Austria,AT,2023-W07,2023-02-19,ILIconsultationrate,15-64,2932.7
primary care syndromic,Austria,AT,2023-W07,2023-02-19,ILIconsultationrate,5-14,1742.6
primary care syndromic,Austria,AT,2023-W07,2023-02-19,ILIconsultationrate,65+,581.5
primary care syndromic,Austria,AT,2023-W07,2023-02-19,ILIconsultationrate,total,2468.5
primary care syndromic,Austria,AT,2023-W06,2023-02-12,ILIconsultationrate,0-4,4735.6
primary care syndromic,Austria,AT,2023-W06,2023-02-12,ILIconsultationrate,15-64,2176.9
primary care syndromic,Austria,AT,2023-W06,2023-02-12,ILIconsultationrate,5-14,1584.2
primary care syndromic,Austria,AT,2023-W06,2023-02-12,ILIconsultationrate,65+,1380.8
primary care syndromic,Austria,AT,2023-W06,2023-02-12,ILIconsultationrate,total,2160.4
primary care syndromic,Austria,AT,2023-W05,2023-02-05,ILIconsultationrate,0-4,4222.6
primary care syndromic,Austria,AT,2023-W05,2023-02-05,ILIconsultationrate,15-64,2294.8
primary care syndromic,Austria,AT,2023-W05,2023-02-05,ILIconsultationrate,5-14,1722.8
primary care syndromic,Austria,AT,2023-W05,2023-02-05,ILIconsultationrate,65+,492.1
primary care syndromic,Austria,AT,2023-W05,2023-02-05,ILIconsultationrate,total,2072.4
primary care syndromic,Austria,AT,2023-W04,2023-01-29,ILIconsultationrate,0-4,4341.0
primary care syndromic,Austria,AT,2023-W04,2023-01-29,ILIconsultationrate,15-64,2188.6
primary care syndromic,Austria,AT,2023-W04,2023-01-29,ILIconsultationrate,5-14,2237.6
primary care syndromic,Austria,AT,2023-W04,2023-01-29,ILIconsultationrate,65+,760.5
primary care syndromic,Austria,AT,2023-W04,2023-01-29,ILIconsultationrate,total,2140.1
primary care syndromic,Austria,AT,2023-W03,2023-01-22,ILIconsultationrate,0-4,4183.1
primary care syndromic,Austria,AT,2023-W03,2023-01-22,ILIconsultationrate,15-64,2482.8
primary care syndromic,Austria,AT,2023-W03,2023-01-22,ILIconsultationrate,5-14,1960.4
primary care syndromic,Austria,AT,2023-W03,2023-01-22,ILIconsultationrate,65+,1721.0
primary care syndromic,Austria,AT,2023-W03,2023-01-22,ILIconsultationrate,total,2410.6
primary care syndromic,Austria,AT,2023-W02,2023-01-15,ILIconsultationrate,0-4,4301.5
primary care syndromic,Austria,AT,2023-W02,2023-01-15,ILIconsultationrate,15-64,3554.7
primary care syndromic,Austria,AT,2023-W02,2023-01-15,ILIconsultationrate,5-14,1782.2
primary care syndromic,Austria,AT,2023-W02,2023-01-15,ILIconsultationrate,65+,912.5
primary care syndromic,Austria,AT,2023-W02,2023-01-15,ILIconsultationrate,total,2853.9
primary care syndromic,Austria,AT,2023-W01,2023-01-08,ILIconsultationrate,0-4,3314.9
primary care syndromic,Austria,AT,2023-W01,2023-01-08,ILIconsultationrate,15-64,3848.6
primary care syndromic,Austria,AT,2023-W01,2023-01-08,ILIconsultationrate,5-14,1782.2
primary care syndromic,Austria,AT,2023-W01,2023-01-08,ILIconsultationrate,65+,1846.8
primary care syndromic,Austria,AT,2023-W01,2023-01-08,ILIconsultationrate,total,3043.3
primary care syndromic,Austria,AT,2022-W52,2023-01-01,ILIconsultationrate,0-4,7063.9
primary care syndromic,Austria,AT,2022-W52,2023-01-01,ILIconsultationrate,15-64,5179.3
primary care syndromic,Austria,AT,2022-W52,2023-01-01,ILIconsultationrate,5-14,3108.9
primary care syndromic,Austria,AT,2022-W52,2023-01-01,ILIconsultationrate,65+,1616.0
primary care syndromic,Austria,AT,2022-W52,2023-01-01,ILIconsultationrate,total,4391.2
primary care syndromic,Austria,AT,2022-W51,2022-12-25,ILIconsultationrate,0-4,3157.9
primary care syndromic,Austria,AT,2022-W51,2022-12-25,ILIconsultationrate,15-64,7243.5
primary care syndromic,Austria,AT,2022-W51,2022-12-25,ILIconsultationrate,5-14,3220.7
primary care syndromic,Austria,AT,2022-W51,2022-12-25,ILIconsultationrate,65+,1850.4
primary care syndromic,Austria,AT,2022-W51,2022-12-25,ILIconsultationrate,total,5322.7
primary care syndromic,Austria,AT,2022-W50,2022-12-18,ILIconsultationrate,0-4,7609.7
primary care syndromic,Austria,AT,2022-W50,2022-12-18,ILIconsultationrate,15-64,7148.3
primary care syndromic,Austria,AT,2022-W50,2022-12-18,ILIconsultationrate,5-14,4688.7
primary care syndromic,Austria,AT,2022-W50,2022-12-18,ILIconsultationrate,65+,1781.1
primary care syndromic,Austria,AT,2022-W50,2022-12-18,ILIconsultationrate,total,5849.3
primary care syndromic,Austria,AT,2022-W49,2022-12-11,ILIconsultationrate,0-4,6157.2
primary care syndromic,Austria,AT,2022-W49,2022-12-11,ILIconsultationrate,15-64,4750.8
primary care syndromic,Austria,AT,2022-W49,2022-12-11,ILIconsultationrate,5-14,4799.6
primary care syndromic,Austria,AT,2022-W49,2022-12-11,ILIconsultationrate,65+,1434.5
primary care syndromic,Austria,AT,2022-W49,2022-12-11,ILIconsultationrate,total,4338.0
primary care syndromic,Austria,AT,2022-W48,2022-12-04,ILIconsultationrate,0-4,6393.1
primary care syndromic,Austria,AT,2022-W48,2022-12-04,ILIconsultationrate,15-64,4657.7
primary care syndromic,Austria,AT,2022-W48,2022-12-04,ILIconsultationrate,5-14,3748.7
primary care syndromic,Austria,AT,2022-W48,2022-12-04,ILIconsultationrate,65+,1140.7
primary care syndromic,Austria,AT,2022-W48,2022-12-04,ILIconsultationrate,total,4105.3
primary care syndromic,Austria,AT,2022-W47,2022-11-27,ILIconsultationrate,0-4,6125.7
primary care syndromic,Austria,AT,2022-W47,2022-11-27,ILIconsultationrate,15-64,3318.2
primary care syndromic,Austria,AT,2022-W47,2022-11-27,ILIconsultationrate,5-14,2439.4
primary care syndromic,Austria,AT,2022-W47,2022-11-27,ILIconsultationrate,65+,920.6
primary care syndromic,Austria,AT,2022-W47,2022-11-27,ILIconsultationrate,total,3043.8
primary care syndromic,Austria,AT,2022-W46,2022-11-20,ILIconsultationrate,0-4,5936.2
primary care syndromic,Austria,AT,2022-W46,2022-11-20,ILIconsultationrate,15-64,2641.6
primary care syndromic,Austria,AT,2022-W46,2022-11-20,ILIconsultationrate,5-14,2138.4
primary care syndromic,Austria,AT,2022-W46,2022-11-20,ILIconsultationrate,65+,1340.8
primary care syndromic,Austria,AT,2022-W46,2022-11-20,ILIconsultationrate,total,2665.7
primary care syndromic,Austria,AT,2022-W45,2022-11-13,ILIconsultationrate,0-4,4925.8
primary care syndromic,Austria,AT,2022-W45,2022-11-13,ILIconsultationrate,15-64,2473.3
primary care syndromic,Austria,AT,2022-W45,2022-11-13,ILIconsultationrate,5-14,1821.6
primary care syndromic,Austria,AT,2022-W45,2022-11-13,ILIconsultationrate,65+,689.2
primary care syndromic,Austria,AT,2022-W45,2022-11-13,ILIconsultationrate,total,2335.6
primary care syndromic,Austria,AT,2022-W44,2022-11-06,ILIconsultationrate,0-4,1105.0
primary care syndromic,Austria,AT,2022-W44,2022-11-06,ILIconsultationrate,15-64,2068.1
primary care syndromic,Austria,AT,2022-W44,2022-11-06,ILIconsultationrate,5-14,435.6
primary care syndromic,Austria,AT,2022-W44,2022-11-06,ILIconsultationrate,65+,760.5
primary care syndromic,Austria,AT,2022-W44,2022-11-06,ILIconsultationrate,total,1474.3
primary care syndromic,Austria,AT,2022-W43,2022-10-30,ILIconsultationrate,0-4,0.0
primary care syndromic,Austria,AT,2022-W43,2022-10-30,ILIconsultationrate,15-64,1740.7
primary care syndromic,Austria,AT,2022-W43,2022-10-30,ILIconsultationrate,5-14,1293.6
primary care syndromic,Austria,AT,2022-W43,2022-10-30,ILIconsultationrate,65+,325.9
primary care syndromic,Austria,AT,2022-W43,2022-10-30,ILIconsultationrate,total,1274.3
primary care syndromic,Austria,AT,2022-W42,2022-10-23,ILIconsultationrate,0-4,1842.1
primary care syndromic,Austria,AT,2022-W42,2022-10-23,ILIconsultationrate,15-64,2056.8
primary care syndromic,Austria,AT,2022-W42,2022-10-23,ILIconsultationrate,5-14,897.6
primary care syndromic,Austria,AT,2022-W42,2022-10-23,ILIconsultationrate,65+,931.6
primary care syndromic,Austria,AT,2022-W42,2022-10-23,ILIconsultationrate,total,1685.2
primary care syndromic,Austria,AT,2022-W41,2022-10-16,ILIconsultationrate,0-4,4157.9
primary care syndromic,Austria,AT,2022-W41,2022-10-16,ILIconsultationrate,15-64,1994.8
primary care syndromic,Austria,AT,2022-W41,2022-10-16,ILIconsultationrate,5-14,1214.4
primary care syndromic,Austria,AT,2022-W41,2022-10-16,ILIconsultationrate,65+,117.0
primary care syndromic,Austria,AT,2022-W41,2022-10-16,ILIconsultationrate,total,1740.8
primary care syndromic,Austria,AT,2022-W40,2022-10-09,ILIconsultationrate,0-4,4210.5
primary care syndromic,Austria,AT,2022-W40,2022-10-09,ILIconsultationrate,15-64,1054.0
primary care syndromic,Austria,AT,2022-W40,2022-10-09,ILIconsultationrate,5-14,976.8
primary care syndromic,Austria,AT,2022-W40,2022-10-09,ILIconsultationrate,65+,271.6
primary care syndromic,Austria,AT,2022-W40,2022-10-09,ILIconsultationrate,total,1183.0
primary care syndromic,Austria,AT,2022-W15,2022-04-17,ILIconsultationrate,0-4,205.3
primary care syndromic,Austria,AT,2022-W15,2022-04-17,ILIconsultationrate,15-64,749.9
primary care syndromic,Austria,AT,2022-W15,2022-04-17,ILIconsultationrate,5-14,104.6
primary care syndromic,Austria,AT,2022-W15,2022-04-17,ILIconsultationrate,65+,820.7
primary care syndromic,Austria,AT,2022-W15,2022-04-17,ILIconsultationrate,total,540.7
primary care syndromic,Austria,AT,2022-W14,2022-04-10,ILIconsultationrate,0-4,269.5
primary care syndromic,Austria,AT,2022-W14,2022-04-10,ILIconsultationrate,15-64,1770.1
primary care syndromic,Austria,AT,2022-W14,2022-04-10,ILIconsultationrate,5-14,470.6
primary care syndromic,Austria,AT,2022-W14,2022-04-10,ILIconsultationrate,65+,531.9
primary care syndromic,Austria,AT,2022-W14,2022-04-10,ILIconsultationrate,total,1207.7
primary care syndromic,Austria,AT,2022-W13,2022-04-03,ILIconsultationrate,0-4,423.6
primary care syndromic,Austria,AT,2022-W13,2022-04-03,ILIconsultationrate,15-64,1609.8
primary care syndromic,Austria,AT,2022-W13,2022-04-03,ILIconsultationrate,5-14,254.9
primary care syndromic,Austria,AT,2022-W13,2022-04-03,ILIconsultationrate,65+,461.6
primary care syndromic,Austria,AT,2022-W13,2022-04-03,ILIconsultationrate,total,1044.6
primary care syndromic,Austria,AT,2022-W12,2022-03-27,ILIconsultationrate,0-4,1257.7
primary care syndromic,Austria,AT,2022-W12,2022-03-27,ILIconsultationrate,15-64,1937.7
primary care syndromic,Austria,AT,2022-W12,2022-03-27,ILIconsultationrate,5-14,549.0
primary care syndromic,Austria,AT,2022-W12,2022-03-27,ILIconsultationrate,65+,706.7
primary care syndromic,Austria,AT,2022-W12,2022-03-27,ILIconsultationrate,total,1387.2
primary care syndromic,Austria,AT,2022-W11,2022-03-20,ILIconsultationrate,0-4,769.9
primary care syndromic,Austria,AT,2022-W11,2022-03-20,ILIconsultationrate,15-64,1772.9
primary care syndromic,Austria,AT,2022-W11,2022-03-20,ILIconsultationrate,5-14,454.9
primary care syndromic,Austria,AT,2022-W11,2022-03-20,ILIconsultationrate,65+,758.8
primary care syndromic,Austria,AT,2022-W11,2022-03-20,ILIconsultationrate,total,1264.3
primary care syndromic,Austria,AT,2022-W09,2022-03-06,ILIconsultationrate,0-4,539.0
primary care syndromic,Austria,AT,2022-W09,2022-03-06,ILIconsultationrate,15-64,1592.5
primary care syndromic,Austria,AT,2022-W09,2022-03-06,ILIconsultationrate,5-14,274.5
primary care syndromic,Austria,AT,2022-W09,2022-03-06,ILIconsultationrate,65+,429.6
primary care syndromic,Austria,AT,2022-W09,2022-03-06,ILIconsultationrate,total,996.2
primary care syndromic,Austria,AT,2022-W08,2022-02-27,ILIconsultationrate,0-4,115.5
primary care syndromic,Austria,AT,2022-W08,2022-02-27,ILIconsultationrate,15-64,1237.3
primary care syndromic,Austria,AT,2022-W08,2022-02-27,ILIconsultationrate,5-14,117.6
primary care syndromic,Austria,AT,2022-W08,2022-02-27,ILIconsultationrate,65+,228.6
primary care syndromic,Austria,AT,2022-W08,2022-02-27,ILIconsultationrate,total,757.8
primary care syndromic,Austria,AT,2022-W07,2022-02-20,ILIconsultationrate,0-4,92.4
