survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Austria,AT,2023-W09,2023-03-05,hospitaladmissions,15-64,37
non-sentinel,Austria,AT,2023-W09,2023-03-05,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2023-W09,2023-03-05,hospitaladmissions,65+,34
non-sentinel,Austria,AT,2023-W09,2023-03-05,hospitaladmissions,total,72
non-sentinel,Austria,AT,2023-W08,2023-02-26,hospitaladmissions,0-4,2
non-sentinel,Austria,AT,2023-W08,2023-02-26,hospitaladmissions,15-64,59
non-sentinel,Austria,AT,2023-W08,2023-02-26,hospitaladmissions,65+,52
non-sentinel,Austria,AT,2023-W08,2023-02-26,hospitaladmissions,total,113
non-sentinel,Austria,AT,2023-W07,2023-02-19,hospitaladmissions,0-4,4
non-sentinel,Austria,AT,2023-W07,2023-02-19,hospitaladmissions,15-64,63
non-sentinel,Austria,AT,2023-W07,2023-02-19,hospitaladmissions,65+,55
non-sentinel,Austria,AT,2023-W07,2023-02-19,hospitaladmissions,total,122
non-sentinel,Austria,AT,2023-W06,2023-02-12,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2023-W06,2023-02-12,hospitaladmissions,15-64,55
non-sentinel,Austria,AT,2023-W06,2023-02-12,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2023-W06,2023-02-12,hospitaladmissions,65+,34
non-sentinel,Austria,AT,2023-W06,2023-02-12,hospitaladmissions,total,91
non-sentinel,Austria,AT,2023-W05,2023-02-05,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2023-W05,2023-02-05,hospitaladmissions,15-64,43
non-sentinel,Austria,AT,2023-W05,2023-02-05,hospitaladmissions,65+,32
non-sentinel,Austria,AT,2023-W05,2023-02-05,hospitaladmissions,total,76
non-sentinel,Austria,AT,2023-W04,2023-01-29,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2023-W04,2023-01-29,hospitaladmissions,15-64,54
non-sentinel,Austria,AT,2023-W04,2023-01-29,hospitaladmissions,65+,28
non-sentinel,Austria,AT,2023-W04,2023-01-29,hospitaladmissions,total,85
non-sentinel,Austria,AT,2023-W03,2023-01-22,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2023-W03,2023-01-22,hospitaladmissions,15-64,35
non-sentinel,Austria,AT,2023-W03,2023-01-22,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2023-W03,2023-01-22,hospitaladmissions,65+,29
non-sentinel,Austria,AT,2023-W03,2023-01-22,hospitaladmissions,total,68
non-sentinel,Austria,AT,2023-W02,2023-01-15,hospitaladmissions,15-64,27
non-sentinel,Austria,AT,2023-W02,2023-01-15,hospitaladmissions,65+,41
non-sentinel,Austria,AT,2023-W02,2023-01-15,hospitaladmissions,total,68
non-sentinel,Austria,AT,2023-W01,2023-01-08,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2023-W01,2023-01-08,hospitaladmissions,15-64,43
non-sentinel,Austria,AT,2023-W01,2023-01-08,hospitaladmissions,65+,82
non-sentinel,Austria,AT,2023-W01,2023-01-08,hospitaladmissions,total,126
non-sentinel,Austria,AT,2022-W52,2023-01-01,hospitaladmissions,15-64,43
non-sentinel,Austria,AT,2022-W52,2023-01-01,hospitaladmissions,65+,68
non-sentinel,Austria,AT,2022-W52,2023-01-01,hospitaladmissions,total,111
non-sentinel,Austria,AT,2022-W51,2022-12-25,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2022-W51,2022-12-25,hospitaladmissions,15-64,86
non-sentinel,Austria,AT,2022-W51,2022-12-25,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W51,2022-12-25,hospitaladmissions,65+,78
non-sentinel,Austria,AT,2022-W51,2022-12-25,hospitaladmissions,total,167
non-sentinel,Austria,AT,2022-W50,2022-12-18,hospitaladmissions,0-4,2
non-sentinel,Austria,AT,2022-W50,2022-12-18,hospitaladmissions,15-64,74
non-sentinel,Austria,AT,2022-W50,2022-12-18,hospitaladmissions,65+,84
non-sentinel,Austria,AT,2022-W50,2022-12-18,hospitaladmissions,total,160
non-sentinel,Austria,AT,2022-W49,2022-12-11,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2022-W49,2022-12-11,hospitaladmissions,15-64,68
non-sentinel,Austria,AT,2022-W49,2022-12-11,hospitaladmissions,65+,89
non-sentinel,Austria,AT,2022-W49,2022-12-11,hospitaladmissions,total,158
non-sentinel,Austria,AT,2022-W48,2022-12-04,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2022-W48,2022-12-04,hospitaladmissions,15-64,57
non-sentinel,Austria,AT,2022-W48,2022-12-04,hospitaladmissions,65+,68
non-sentinel,Austria,AT,2022-W48,2022-12-04,hospitaladmissions,total,128
non-sentinel,Austria,AT,2022-W47,2022-11-27,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2022-W47,2022-11-27,hospitaladmissions,15-64,64
non-sentinel,Austria,AT,2022-W47,2022-11-27,hospitaladmissions,65+,81
non-sentinel,Austria,AT,2022-W47,2022-11-27,hospitaladmissions,total,148
non-sentinel,Austria,AT,2022-W46,2022-11-20,hospitaladmissions,0-4,2
non-sentinel,Austria,AT,2022-W46,2022-11-20,hospitaladmissions,15-64,51
non-sentinel,Austria,AT,2022-W46,2022-11-20,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W46,2022-11-20,hospitaladmissions,65+,86
non-sentinel,Austria,AT,2022-W46,2022-11-20,hospitaladmissions,total,141
non-sentinel,Austria,AT,2022-W45,2022-11-13,hospitaladmissions,0-4,2
non-sentinel,Austria,AT,2022-W45,2022-11-13,hospitaladmissions,15-64,51
non-sentinel,Austria,AT,2022-W45,2022-11-13,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2022-W45,2022-11-13,hospitaladmissions,65+,95
non-sentinel,Austria,AT,2022-W45,2022-11-13,hospitaladmissions,total,149
non-sentinel,Austria,AT,2022-W44,2022-11-06,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2022-W44,2022-11-06,hospitaladmissions,15-64,54
non-sentinel,Austria,AT,2022-W44,2022-11-06,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2022-W44,2022-11-06,hospitaladmissions,65+,84
non-sentinel,Austria,AT,2022-W44,2022-11-06,hospitaladmissions,total,140
non-sentinel,Austria,AT,2022-W43,2022-10-30,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2022-W43,2022-10-30,hospitaladmissions,15-64,63
non-sentinel,Austria,AT,2022-W43,2022-10-30,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2022-W43,2022-10-30,hospitaladmissions,65+,99
non-sentinel,Austria,AT,2022-W43,2022-10-30,hospitaladmissions,total,166
non-sentinel,Austria,AT,2022-W42,2022-10-23,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2022-W42,2022-10-23,hospitaladmissions,15-64,71
non-sentinel,Austria,AT,2022-W42,2022-10-23,hospitaladmissions,65+,110
non-sentinel,Austria,AT,2022-W42,2022-10-23,hospitaladmissions,total,184
non-sentinel,Austria,AT,2022-W41,2022-10-16,hospitaladmissions,0-4,4
non-sentinel,Austria,AT,2022-W41,2022-10-16,hospitaladmissions,15-64,96
non-sentinel,Austria,AT,2022-W41,2022-10-16,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2022-W41,2022-10-16,hospitaladmissions,65+,137
non-sentinel,Austria,AT,2022-W41,2022-10-16,hospitaladmissions,total,238
non-sentinel,Austria,AT,2022-W40,2022-10-09,hospitaladmissions,0-4,1
non-sentinel,Austria,AT,2022-W40,2022-10-09,hospitaladmissions,15-64,7
non-sentinel,Austria,AT,2022-W40,2022-10-09,hospitaladmissions,65+,17
non-sentinel,Austria,AT,2022-W40,2022-10-09,hospitaladmissions,total,25
non-sentinel,Austria,AT,2022-W39,2022-10-02,hospitaladmissions,0-4,8
non-sentinel,Austria,AT,2022-W39,2022-10-02,hospitaladmissions,15-64,142
non-sentinel,Austria,AT,2022-W39,2022-10-02,hospitaladmissions,5-14,6
non-sentinel,Austria,AT,2022-W39,2022-10-02,hospitaladmissions,65+,267
non-sentinel,Austria,AT,2022-W39,2022-10-02,hospitaladmissions,total,423
non-sentinel,Austria,AT,2022-W38,2022-09-25,hospitaladmissions,0-4,9
non-sentinel,Austria,AT,2022-W38,2022-09-25,hospitaladmissions,15-64,125
non-sentinel,Austria,AT,2022-W38,2022-09-25,hospitaladmissions,5-14,6
non-sentinel,Austria,AT,2022-W38,2022-09-25,hospitaladmissions,65+,245
non-sentinel,Austria,AT,2022-W38,2022-09-25,hospitaladmissions,total,385
non-sentinel,Austria,AT,2022-W37,2022-09-18,hospitaladmissions,0-4,13
non-sentinel,Austria,AT,2022-W37,2022-09-18,hospitaladmissions,15-64,88
non-sentinel,Austria,AT,2022-W37,2022-09-18,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W37,2022-09-18,hospitaladmissions,65+,191
non-sentinel,Austria,AT,2022-W37,2022-09-18,hospitaladmissions,total,296
non-sentinel,Austria,AT,2022-W36,2022-09-11,hospitaladmissions,0-4,5
non-sentinel,Austria,AT,2022-W36,2022-09-11,hospitaladmissions,15-64,65
non-sentinel,Austria,AT,2022-W36,2022-09-11,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W36,2022-09-11,hospitaladmissions,65+,148
non-sentinel,Austria,AT,2022-W36,2022-09-11,hospitaladmissions,total,222
non-sentinel,Austria,AT,2022-W35,2022-09-04,hospitaladmissions,0-4,3
non-sentinel,Austria,AT,2022-W35,2022-09-04,hospitaladmissions,15-64,66
non-sentinel,Austria,AT,2022-W35,2022-09-04,hospitaladmissions,5-14,1
non-sentinel,Austria,AT,2022-W35,2022-09-04,hospitaladmissions,65+,172
non-sentinel,Austria,AT,2022-W35,2022-09-04,hospitaladmissions,total,242
non-sentinel,Austria,AT,2022-W34,2022-08-28,hospitaladmissions,0-4,11
non-sentinel,Austria,AT,2022-W34,2022-08-28,hospitaladmissions,15-64,83
non-sentinel,Austria,AT,2022-W34,2022-08-28,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W34,2022-08-28,hospitaladmissions,65+,164
non-sentinel,Austria,AT,2022-W34,2022-08-28,hospitaladmissions,total,261
non-sentinel,Austria,AT,2022-W33,2022-08-21,hospitaladmissions,0-4,12
non-sentinel,Austria,AT,2022-W33,2022-08-21,hospitaladmissions,15-64,94
non-sentinel,Austria,AT,2022-W33,2022-08-21,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W33,2022-08-21,hospitaladmissions,65+,200
non-sentinel,Austria,AT,2022-W33,2022-08-21,hospitaladmissions,total,310
non-sentinel,Austria,AT,2022-W32,2022-08-14,hospitaladmissions,0-4,11
non-sentinel,Austria,AT,2022-W32,2022-08-14,hospitaladmissions,15-64,74
non-sentinel,Austria,AT,2022-W32,2022-08-14,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W32,2022-08-14,hospitaladmissions,65+,161
non-sentinel,Austria,AT,2022-W32,2022-08-14,hospitaladmissions,total,249
non-sentinel,Austria,AT,2022-W31,2022-08-07,hospitaladmissions,0-4,4
non-sentinel,Austria,AT,2022-W31,2022-08-07,hospitaladmissions,15-64,79
non-sentinel,Austria,AT,2022-W31,2022-08-07,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W31,2022-08-07,hospitaladmissions,65+,212
non-sentinel,Austria,AT,2022-W31,2022-08-07,hospitaladmissions,total,298
non-sentinel,Austria,AT,2022-W30,2022-07-31,hospitaladmissions,0-4,15
non-sentinel,Austria,AT,2022-W30,2022-07-31,hospitaladmissions,15-64,114
non-sentinel,Austria,AT,2022-W30,2022-07-31,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W30,2022-07-31,hospitaladmissions,65+,336
non-sentinel,Austria,AT,2022-W30,2022-07-31,hospitaladmissions,total,469
non-sentinel,Austria,AT,2022-W29,2022-07-24,hospitaladmissions,0-4,14
non-sentinel,Austria,AT,2022-W29,2022-07-24,hospitaladmissions,15-64,141
non-sentinel,Austria,AT,2022-W29,2022-07-24,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W29,2022-07-24,hospitaladmissions,65+,402
non-sentinel,Austria,AT,2022-W29,2022-07-24,hospitaladmissions,total,559
non-sentinel,Austria,AT,2022-W28,2022-07-17,hospitaladmissions,0-4,25
non-sentinel,Austria,AT,2022-W28,2022-07-17,hospitaladmissions,15-64,172
non-sentinel,Austria,AT,2022-W28,2022-07-17,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W28,2022-07-17,hospitaladmissions,65+,408
non-sentinel,Austria,AT,2022-W28,2022-07-17,hospitaladmissions,total,609
non-sentinel,Austria,AT,2022-W27,2022-07-10,hospitaladmissions,0-4,14
non-sentinel,Austria,AT,2022-W27,2022-07-10,hospitaladmissions,15-64,132
non-sentinel,Austria,AT,2022-W27,2022-07-10,hospitaladmissions,5-14,5
non-sentinel,Austria,AT,2022-W27,2022-07-10,hospitaladmissions,65+,298
non-sentinel,Austria,AT,2022-W27,2022-07-10,hospitaladmissions,total,449
non-sentinel,Austria,AT,2022-W26,2022-07-03,hospitaladmissions,0-4,12
non-sentinel,Austria,AT,2022-W26,2022-07-03,hospitaladmissions,15-64,123
non-sentinel,Austria,AT,2022-W26,2022-07-03,hospitaladmissions,5-14,5
non-sentinel,Austria,AT,2022-W26,2022-07-03,hospitaladmissions,65+,269
non-sentinel,Austria,AT,2022-W26,2022-07-03,hospitaladmissions,total,409
non-sentinel,Austria,AT,2022-W25,2022-06-26,hospitaladmissions,0-4,11
non-sentinel,Austria,AT,2022-W25,2022-06-26,hospitaladmissions,15-64,114
non-sentinel,Austria,AT,2022-W25,2022-06-26,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W25,2022-06-26,hospitaladmissions,65+,250
non-sentinel,Austria,AT,2022-W25,2022-06-26,hospitaladmissions,total,377
non-sentinel,Austria,AT,2022-W24,2022-06-19,hospitaladmissions,0-4,10
non-sentinel,Austria,AT,2022-W24,2022-06-19,hospitaladmissions,15-64,75
non-sentinel,Austria,AT,2022-W24,2022-06-19,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W24,2022-06-19,hospitaladmissions,65+,182
non-sentinel,Austria,AT,2022-W24,2022-06-19,hospitaladmissions,total,269
non-sentinel,Austria,AT,2022-W23,2022-06-12,hospitaladmissions,0-4,6
non-sentinel,Austria,AT,2022-W23,2022-06-12,hospitaladmissions,15-64,54
non-sentinel,Austria,AT,2022-W23,2022-06-12,hospitaladmissions,5-14,5
non-sentinel,Austria,AT,2022-W23,2022-06-12,hospitaladmissions,65+,126
non-sentinel,Austria,AT,2022-W23,2022-06-12,hospitaladmissions,total,191
non-sentinel,Austria,AT,2022-W22,2022-06-05,hospitaladmissions,0-4,4
non-sentinel,Austria,AT,2022-W22,2022-06-05,hospitaladmissions,15-64,49
non-sentinel,Austria,AT,2022-W22,2022-06-05,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W22,2022-06-05,hospitaladmissions,65+,150
non-sentinel,Austria,AT,2022-W22,2022-06-05,hospitaladmissions,total,205
non-sentinel,Austria,AT,2022-W21,2022-05-29,hospitaladmissions,0-4,4
non-sentinel,Austria,AT,2022-W21,2022-05-29,hospitaladmissions,15-64,56
non-sentinel,Austria,AT,2022-W21,2022-05-29,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W21,2022-05-29,hospitaladmissions,65+,108
non-sentinel,Austria,AT,2022-W21,2022-05-29,hospitaladmissions,total,170
non-sentinel,Austria,AT,2022-W20,2022-05-22,hospitaladmissions,0-4,8
non-sentinel,Austria,AT,2022-W20,2022-05-22,hospitaladmissions,15-64,45
non-sentinel,Austria,AT,2022-W20,2022-05-22,hospitaladmissions,65+,120
non-sentinel,Austria,AT,2022-W20,2022-05-22,hospitaladmissions,total,173
non-sentinel,Austria,AT,2022-W19,2022-05-15,hospitaladmissions,0-4,5
non-sentinel,Austria,AT,2022-W19,2022-05-15,hospitaladmissions,15-64,54
non-sentinel,Austria,AT,2022-W19,2022-05-15,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W19,2022-05-15,hospitaladmissions,65+,168
non-sentinel,Austria,AT,2022-W19,2022-05-15,hospitaladmissions,total,230
non-sentinel,Austria,AT,2022-W18,2022-05-08,hospitaladmissions,0-4,6
non-sentinel,Austria,AT,2022-W18,2022-05-08,hospitaladmissions,15-64,70
non-sentinel,Austria,AT,2022-W18,2022-05-08,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W18,2022-05-08,hospitaladmissions,65+,208
non-sentinel,Austria,AT,2022-W18,2022-05-08,hospitaladmissions,total,287
non-sentinel,Austria,AT,2022-W17,2022-05-01,hospitaladmissions,0-4,2
non-sentinel,Austria,AT,2022-W17,2022-05-01,hospitaladmissions,15-64,99
non-sentinel,Austria,AT,2022-W17,2022-05-01,hospitaladmissions,5-14,2
non-sentinel,Austria,AT,2022-W17,2022-05-01,hospitaladmissions,65+,229
non-sentinel,Austria,AT,2022-W17,2022-05-01,hospitaladmissions,total,332
non-sentinel,Austria,AT,2022-W16,2022-04-24,hospitaladmissions,0-4,6
non-sentinel,Austria,AT,2022-W16,2022-04-24,hospitaladmissions,15-64,114
non-sentinel,Austria,AT,2022-W16,2022-04-24,hospitaladmissions,5-14,4
non-sentinel,Austria,AT,2022-W16,2022-04-24,hospitaladmissions,65+,207
non-sentinel,Austria,AT,2022-W16,2022-04-24,hospitaladmissions,total,331
non-sentinel,Austria,AT,2022-W15,2022-04-17,hospitaladmissions,0-4,19
non-sentinel,Austria,AT,2022-W15,2022-04-17,hospitaladmissions,15-64,122
non-sentinel,Austria,AT,2022-W15,2022-04-17,hospitaladmissions,5-14,3
non-sentinel,Austria,AT,2022-W15,2022-04-17,hospitaladmissions,65+,313
non-sentinel,Austria,AT,2022-W15,2022-04-17,hospitaladmissions,total,457
non-sentinel,Austria,AT,2022-W14,2022-04-10,hospitaladmissions,0-4,18
non-sentinel,Austria,AT,2022-W14,2022-04-10,hospitaladmissions,15-64,144
non-sentinel,Austria,AT,2022-W14,2022-04-10,hospitaladmissions,5-14,9
non-sentinel,Austria,AT,2022-W14,2022-04-10,hospitaladmissions,65+,398
non-sentinel,Austria,AT,2022-W14,2022-04-10,hospitaladmissions,total,569
non-sentinel,Austria,AT,2022-W13,2022-04-03,hospitaladmissions,0-4,19
non-sentinel,Austria,AT,2022-W13,2022-04-03,hospitaladmissions,15-64,194
non-sentinel,Austria,AT,2022-W13,2022-04-03,hospitaladmissions,5-14,11
non-sentinel,Austria,AT,2022-W13,2022-04-03,hospitaladmissions,65+,519
non-sentinel,Austria,AT,2022-W13,2022-04-03,hospitaladmissions,total,743
non-sentinel,Austria,AT,2022-W12,2022-03-27,hospitaladmissions,0-4,15
non-sentinel,Austria,AT,2022-W12,2022-03-27,hospitaladmissions,15-64,250
non-sentinel,Austria,AT,2022-W12,2022-03-27,hospitaladmissions,5-14,19
non-sentinel,Austria,AT,2022-W12,2022-03-27,hospitaladmissions,65+,669
non-sentinel,Austria,AT,2022-W12,2022-03-27,hospitaladmissions,total,953
non-sentinel,Austria,AT,2022-W11,2022-03-20,hospitaladmissions,0-4,32
non-sentinel,Austria,AT,2022-W11,2022-03-20,hospitaladmissions,15-64,226
non-sentinel,Austria,AT,2022-W11,2022-03-20,hospitaladmissions,5-14,16
non-sentinel,Austria,AT,2022-W11,2022-03-20,hospitaladmissions,65+,596
non-sentinel,Austria,AT,2022-W11,2022-03-20,hospitaladmissions,total,870
non-sentinel,Austria,AT,2022-W10,2022-03-13,hospitaladmissions,0-4,29
non-sentinel,Austria,AT,2022-W10,2022-03-13,hospitaladmissions,15-64,263
non-sentinel,Austria,AT,2022-W10,2022-03-13,hospitaladmissions,5-14,19
non-sentinel,Austria,AT,2022-W10,2022-03-13,hospitaladmissions,65+,564
non-sentinel,Austria,AT,2022-W10,2022-03-13,hospitaladmissions,total,875
non-sentinel,Austria,AT,2022-W09,2022-03-06,hospitaladmissions,0-4,21
non-sentinel,Austria,AT,2022-W09,2022-03-06,hospitaladmissions,15-64,265
non-sentinel,Austria,AT,2022-W09,2022-03-06,hospitaladmissions,5-14,15
non-sentinel,Austria,AT,2022-W09,2022-03-06,hospitaladmissions,65+,485
non-sentinel,Austria,AT,2022-W09,2022-03-06,hospitaladmissions,total,786
non-sentinel,Austria,AT,2022-W08,2022-02-27,hospitaladmissions,0-4,21
non-sentinel,Austria,AT,2022-W08,2022-02-27,hospitaladmissions,15-64,261
non-sentinel,Austria,AT,2022-W08,2022-02-27,hospitaladmissions,5-14,21
non-sentinel,Austria,AT,2022-W08,2022-02-27,hospitaladmissions,65+,449
non-sentinel,Austria,AT,2022-W08,2022-02-27,hospitaladmissions,total,752
non-sentinel,Austria,AT,2022-W07,2022-02-20,hospitaladmissions,0-4,30
non-sentinel,Austria,AT,2022-W07,2022-02-20,hospitaladmissions,15-64,265
non-sentinel,Austria,AT,2022-W07,2022-02-20,hospitaladmissions,5-14,33
non-sentinel,Austria,AT,2022-W07,2022-02-20,hospitaladmissions,65+,435
non-sentinel,Austria,AT,2022-W07,2022-02-20,hospitaladmissions,total,763
non-sentinel,Austria,AT,2022-W06,2022-02-13,hospitaladmissions,0-4,21
non-sentinel,Austria,AT,2022-W06,2022-02-13,hospitaladmissions,15-64,259
non-sentinel,Austria,AT,2022-W06,2022-02-13,hospitaladmissions,5-14,16
non-sentinel,Austria,AT,2022-W06,2022-02-13,hospitaladmissions,65+,411
non-sentinel,Austria,AT,2022-W06,2022-02-13,hospitaladmissions,total,707
non-sentinel,Austria,AT,2022-W05,2022-02-06,hospitaladmissions,0-4,18
non-sentinel,Austria,AT,2022-W05,2022-02-06,hospitaladmissions,15-64,289
non-sentinel,Austria,AT,2022-W05,2022-02-06,hospitaladmissions,5-14,33
non-sentinel,Austria,AT,2022-W05,2022-02-06,hospitaladmissions,65+,371
non-sentinel,Austria,AT,2022-W05,2022-02-06,hospitaladmissions,total,711
non-sentinel,Austria,AT,2022-W04,2022-01-30,hospitaladmissions,0-4,22
non-sentinel,Austria,AT,2022-W04,2022-01-30,hospitaladmissions,15-64,252
non-sentinel,Austria,AT,2022-W04,2022-01-30,hospitaladmissions,5-14,21
non-sentinel,Austria,AT,2022-W04,2022-01-30,hospitaladmissions,65+,326
non-sentinel,Austria,AT,2022-W04,2022-01-30,hospitaladmissions,total,621
non-sentinel,Austria,AT,2022-W03,2022-01-23,hospitaladmissions,0-4,20
non-sentinel,Austria,AT,2022-W03,2022-01-23,hospitaladmissions,15-64,211
non-sentinel,Austria,AT,2022-W03,2022-01-23,hospitaladmissions,5-14,34
non-sentinel,Austria,AT,2022-W03,2022-01-23,hospitaladmissions,65+,221
non-sentinel,Austria,AT,2022-W03,2022-01-23,hospitaladmissions,total,486
non-sentinel,Austria,AT,2022-W02,2022-01-16,hospitaladmissions,0-4,12
non-sentinel,Austria,AT,2022-W02,2022-01-16,hospitaladmissions,15-64,214
non-sentinel,Austria,AT,2022-W02,2022-01-16,hospitaladmissions,5-14,16
non-sentinel,Austria,AT,2022-W02,2022-01-16,hospitaladmissions,65+,149
non-sentinel,Austria,AT,2022-W02,2022-01-16,hospitaladmissions,total,391
non-sentinel,Austria,AT,2022-W01,2022-01-09,hospitaladmissions,0-4,8
non-sentinel,Austria,AT,2022-W01,2022-01-09,hospitaladmissions,15-64,156
non-sentinel,Austria,AT,2022-W01,2022-01-09,hospitaladmissions,5-14,14
non-sentinel,Austria,AT,2022-W01,2022-01-09,hospitaladmissions,65+,98
non-sentinel,Austria,AT,2022-W01,2022-01-09,hospitaladmissions,total,276
non-sentinel,Austria,AT,2021-W52,2022-01-02,hospitaladmissions,0-4,7
non-sentinel,Austria,AT,2021-W52,2022-01-02,hospitaladmissions,15-64,105
non-sentinel,Austria,AT,2021-W52,2022-01-02,hospitaladmissions,5-14,6
non-sentinel,Austria,AT,2021-W52,2022-01-02,hospitaladmissions,65+,107
